TICKER,FECHA,APERTURA,MAXIMO,MINIMO,ULTIMO,VOLUMEN;;;;;;
ENAGAS;03/01/2005;1,330632;1,370632;1,130632;1,230632;1156568
ENAGAS;04/01/2005;1,140632;1,260632;1,040632;1,130632;1638653
ENAGAS;05/01/2005;1,120632;1,120632;0,780632;0,840632;4460482
ENAGAS;07/01/2005;0,980632;1,010632;0,750632;0,810632;11947090
ENAGAS;10/01/2005;0,880632;0,880632;0,630632;0,830632;979485
ENAGAS;11/01/2005;0,840632;0,910632;0,750632;0,850632;675654
ENAGAS;12/01/2005;0,900632;0,950632;0,690632;0,790632;25240920
ENAGAS;13/01/2005;0,770632;0,950632;0,740632;0,950632;3048328
ENAGAS;14/01/2005;0,810632;0,960632;0,800632;0,910632;7752416
ENAGAS;17/01/2005;0,890632;1,050632;0,880632;1,050632;1733721
ENAGAS;18/01/2005;1,050632;1,090632;0,970632;1,030632;1168598
ENAGAS;19/01/2005;1,050632;1,050632;0,940632;1,000632;11864280
ENAGAS;20/01/2005;0,900632;1,200632;0,890632;1,090632;1003472
ENAGAS;21/01/2005;1,010632;1,100632;0,980632;1,060632;1186620
ENAGAS;24/01/2005;1,090632;1,430632;1,000632;1,410632;2745872
ENAGAS;25/01/2005;1,410632;1,480632;1,320632;1,420632;2006048
ENAGAS;26/01/2005;1,460632;1,630632;1,420632;1,610632;1545396
ENAGAS;27/01/2005;1,900632;1,960632;1,670632;1,810632;866286
ENAGAS;28/01/2005;1,860632;1,860632;1,580632;1,680632;959320
ENAGAS;31/01/2005;1,680632;1,810632;1,620632;1,690632;1860930
ENAGAS;01/02/2005;1,690632;2,020632;1,680632;2,020632;2189957
ENAGAS;02/02/2005;2,060632;2,340632;1,970632;2,240632;2618798
ENAGAS;03/02/2005;2,330632;2,410632;2,070632;2,110632;1177782
ENAGAS;04/02/2005;2,080632;2,190632;1,930632;2,110632;1394872
ENAGAS;07/02/2005;2,060632;2,230632;1,950632;2,220632;1074155
ENAGAS;08/02/2005;2,120632;2,230632;2,070632;2,110632;1383016
ENAGAS;09/02/2005;2,200632;2,200632;1,950632;1,980632;3521445
ENAGAS;10/02/2005;1,950632;2,030632;1,920632;2,020632;1022749
ENAGAS;11/02/2005;2,030632;2,060632;1,940632;1,980632;1284657
ENAGAS;14/02/2005;1,980632;2,010632;1,940632;1,980632;1910031
ENAGAS;15/02/2005;1,950632;2,180632;1,890632;2,160632;1339230
