1;7.869
2;7.834
3;7.818
4;7.747
5;7.765
6;7.651
7;7.708
8;7.702
9;7.67
10;7.666
11;7.514
12;7.404
13;7.53
14;7.507
15;7.489
16;7.633
17;7.678
18;7.655
19;7.515
20;7.521
21;7.522
