TICKER;FECHA;APERTURA;MAXIMO;MINIMO;ULTIMO;VOLUMEN
BBVA;03/01/2000;13,15934091;13,39361424;13,15934091;13,15934091;38200
BBVA;04/01/2000;13,10311532;13,33738864;13,10311532;13,10311532;29800
BBVA;05/01/2000;12,92506759;12,99066412;12,8126164;12,99066412;123900
BBVA;06/01/2000;12,99066412;12,99066412;12,8126164;12,99066412;110100
BBVA;07/01/2000;12,99066412;12,99066412;12,69079427;12,86884199;36100
BBVA;10/01/2000;12,7563908;12,8126164;12,63456867;12,7563908;29200
BBVA;11/01/2000;12,22224763;12,45652095;12,10979643;12,34406975;51800
BBVA;12/01/2000;12,10979643;12,34406975;11,9879743;12,28784416;32300
BBVA;13/01/2000;12,22224763;12,22224763;11,81929751;12,05357083;26200
BBVA;14/01/2000;11,93174871;12,10979643;11,81929751;12,05357083;36900
BBVA;18/01/2000;11,75370098;11,81929751;11,35075087;11,58502419;78000
BBVA;19/01/2000;11,64124979;11,69747539;11,51942766;11,64124979;10300
BBVA;20/01/2000;11,75370098;11,81929751;11,40697647;11,51942766;27800
BBVA;21/01/2000;11,58502419;11,58502419;11,22892874;11,35075087;48700
BBVA;24/01/2000;11,35075087;11,46320206;11,22892874;11,40697647;57100
BBVA;25/01/2000;11,51942766;11,69747539;11,46320206;11,64124979;25200
BBVA;26/01/2000;11,75370098;12,10979643;11,64124979;12,10979643;57300
BBVA;27/01/2000;12,10979643;12,40029535;12,10979643;12,40029535;99000
BBVA;28/01/2000;12,28784416;12,28784416;11,93174871;11,9879743;200900
BBVA;31/01/2000;11,93174871;11,93174871;11,58502419;11,75370098;26200
BBVA;01/02/2000;11,81929751;12,10979643;11,81929751;12,05357083;36300
BBVA;02/02/2000;11,93174871;12,05357083;11,75370098;11,93174871;36600
BBVA;03/02/2000;11,9879743;12,28784416;11,9879743;12,22224763;27300
BBVA;04/02/2000;12,10979643;12,10979643;11,40697647;11,87552311;66400
BBVA;07/02/2000;11,75370098;11,75370098;11,58502419;11,75370098;5500
BBVA;08/02/2000;11,81929751;12,22224763;11,81929751;12,16602203;60400
BBVA;09/02/2000;12,22224763;12,22224763;11,93174871;12,10979643;262800
BBVA;10/02/2000;11,9879743;11,9879743;11,64124979;11,64124979;57900
BBVA;11/02/2000;12,69079427;13,22493744;12,57834308;12,92506759;135300
BBVA;14/02/2000;14,0402086;14,39630405;13,74970969;14,16203073;194900
BBVA;15/02/2000;13,74970969;14,45252965;13,74970969;14,33070752;309700
BBVA;16/02/2000;13,80593528;14,16203073;13,74970969;14,0964342;51500
BBVA;17/02/2000;14,0964342;14,0964342;13,80593528;14,0964342;89600
BBVA;18/02/2000;13,74970969;14,0964342;13,57166196;13,69348409;77100
BBVA;22/02/2000;13,74970969;13,93712834;13,69348409;13,92775741;208600
BBVA;23/02/2000;13,92775741;14,33070752;13,92775741;14,33070752;40600
BBVA;24/02/2000;14,21825633;14,21825633;14,21825633;14,21825633;31200
BBVA;25/02/2000;14,21825633;14,27448193;13,92775741;13,92775741;57600
BBVA;28/02/2000;13,74970969;13,80593528;13,51543636;13,69348409;60500
BBVA;29/02/2000;13,57166196;13,69348409;13,39361424;13,62788756;89400
BBVA;01/03/2000;13,45921077;13,74970969;13,28116304;13,45921077;68400
BBVA;02/03/2000;13,39361424;13,62788756;13,33738864;13,57166196;38900
BBVA;03/03/2000;13,51543636;13,74970969;13,33738864;13,74970969;129600
BBVA;06/03/2000;13,39361424;13,62788756;13,39361424;13,39361424;48800
BBVA;07/03/2000;13,39361424;13,51543636;13,33738864;13,33738864;118700
BBVA;08/03/2000;13,39361424;13,69348409;13,28116304;13,51543636;34800
BBVA;09/03/2000;13,51543636;13,98398301;13,45921077;13,74970969;124000
BBVA;10/03/2000;13,33738864;13,51543636;13,15934091;13,45921077;325700
BBVA;13/03/2000;12,99066412;13,22493744;12,92506759;13,10311532;150200
BBVA;14/03/2000;13,10311532;13,15934091;12,86884199;13,15934091;62800
BBVA;15/03/2000;12,92506759;13,15934091;12,86884199;13,15934091;42500
BBVA;16/03/2000;13,39361424;13,86216088;13,39361424;13,80593528;42000
BBVA;17/03/2000;13,57166196;13,80593528;13,33738864;13,33738864;129300
BBVA;20/03/2000;13,69348409;13,74970969;13,45921077;13,57166196;79000
BBVA;21/03/2000;13,45921077;13,80593528;13,39361424;13,80593528;144300
BBVA;22/03/2000;13,62788756;13,98398301;13,33738864;13,74970969;150800
BBVA;23/03/2000;13,69348409;14,0402086;13,57166196;14,0402086;80300
BBVA;24/03/2000;13,62788756;13,74970969;13,45921077;13,57166196;30100
BBVA;27/03/2000;13,51543636;13,74970969;13,51543636;13,62788756;44000
BBVA;28/03/2000;13,69348409;13,86216088;13,51543636;13,62788756;106200
BBVA;29/03/2000;13,45921077;13,57166196;13,22493744;13,51543636;128000
BBVA;30/03/2000;13,28116304;13,39361424;13,10311532;13,28116304;18500
BBVA;31/03/2000;13,22493744;13,74970969;13,22493744;13,62788756;33800
BBVA;03/04/2000;13,51543636;13,74970969;13,39361424;13,57166196;33200
BBVA;04/04/2000;13,57166196;13,74970969;13,51543636;13,69348409;31500
BBVA;05/04/2000;13,62788756;14,33070752;13,51543636;13,98398301;79000
BBVA;06/04/2000;14,0964342;14,0964342;13,80593528;14,0402086;183300
BBVA;07/04/2000;13,92775741;14,21825633;13,92775741;14,0964342;37700
BBVA;10/04/2000;13,98398301;14,27448193;13,62788756;13,69348409;133800
BBVA;11/04/2000;13,86216088;14,16203073;13,86216088;14,0964342;35200
BBVA;12/04/2000;13,92775741;13,92775741;13,51543636;13,74970969;79600
BBVA;13/04/2000;13,69348409;13,86216088;13,57166196;13,69348409;20600
BBVA;14/04/2000;13,57166196;13,69348409;12,8126164;13,04688972;93500
BBVA;17/04/2000;12,92506759;13,51543636;12,92506759;13,45921077;111000
BBVA;18/04/2000;12,86884199;13,39361424;12,86884199;13,39361424;67100
BBVA;19/04/2000;13,04688972;13,15934091;12,8126164;12,92506759;24000
BBVA;20/04/2000;12,92506759;13,15934091;12,8126164;13,10311532;34300
BBVA;24/04/2000;12,8126164;13,04688972;12,69079427;13,04688972;63100
BBVA;25/04/2000;12,8126164;13,15934091;12,69079427;13,15934091;101000
BBVA;26/04/2000;12,69079427;12,86884199;12,45652095;12,7563908;40500
BBVA;27/04/2000;12,52211748;12,63456867;12,10979643;12,57834308;20600
BBVA;28/04/2000;12,57834308;13,28116304;11,64124979;13,28116304;115900
BBVA;01/05/2000;13,04688972;13,04688972;12,45652095;12,7563908;52400
BBVA;02/05/2000;12,63456867;12,63456867;12,40029535;12,40029535;99300
BBVA;03/05/2000;12,40029535;12,40029535;11,93174871;12,05357083;15500
BBVA;04/05/2000;12,10979643;12,40029535;11,93174871;12,16602203;21700
BBVA;05/05/2000;11,9879743;12,22224763;11,87552311;12,22224763;17700
BBVA;08/05/2000;11,81929751;12,05357083;11,64124979;12,05357083;45300
BBVA;09/05/2000;11,75370098;11,9879743;11,69747539;11,93174871;26000
BBVA;10/05/2000;11,81929751;12,10979643;11,75370098;11,9879743;52900
BBVA;11/05/2000;11,87552311;12,10979643;11,69747539;11,9879743;127100
BBVA;12/05/2000;11,87552311;12,10979643;11,75370098;11,81929751;50700
BBVA;15/05/2000;11,87552311;12,16602203;11,87552311;11,9879743;113000
BBVA;16/05/2000;11,93174871;12,22224763;11,75370098;11,81929751;96600
BBVA;17/05/2000;11,81929751;11,9879743;11,69747539;11,81929751;54600
BBVA;18/05/2000;11,87552311;11,93174871;11,40697647;11,64124979;116200
BBVA;19/05/2000;11,51942766;11,69747539;11,40697647;11,69747539;162000
BBVA;22/05/2000;11,64124979;11,69747539;11,22892874;11,22892874;152200
BBVA;23/05/2000;11,28515434;11,75370098;11,28515434;11,40697647;1509300
BBVA;24/05/2000;11,58502419;11,93174871;11,51942766;11,81929751;383300
BBVA;25/05/2000;11,81929751;12,22224763;11,64124979;11,87552311;246500
BBVA;26/05/2000;12,22224763;12,7563908;12,22224763;12,7563908;282700
BBVA;30/05/2000;12,63456867;12,86884199;12,28784416;12,86884199;236700
BBVA;31/05/2000;12,7563908;12,7563908;12,40029535;12,69079427;154500
BBVA;01/06/2000;12,86884199;13,10311532;12,86884199;13,10311532;246300
BBVA;02/06/2000;13,51543636;13,62788756;13,33738864;13,57166196;255300
BBVA;05/06/2000;13,51543636;13,74970969;13,33738864;13,62788756;114600
BBVA;06/06/2000;13,62788756;13,80593528;13,45921077;13,57166196;131100
BBVA;07/06/2000;13,45921077;13,62788756;13,39361424;13,57166196;138200
BBVA;08/06/2000;13,74970969;13,80593528;13,33738864;13,57166196;223900
BBVA;09/06/2000;13,45921077;13,62788756;13,39361424;13,45921077;103300
BBVA;12/06/2000;13,33738864;13,57166196;13,33738864;13,39361424;71800
BBVA;13/06/2000;13,69348409;13,80593528;13,62788756;13,80593528;118900
BBVA;14/06/2000;13,86216088;13,92775741;13,69348409;13,86216088;104100
BBVA;15/06/2000;13,92775741;13,92775741;13,74970969;13,86216088;163900
BBVA;16/06/2000;13,86216088;13,86216088;13,57166196;13,74970969;141800
BBVA;19/06/2000;13,62788756;13,74970969;13,33738864;13,74970969;254200
BBVA;20/06/2000;13,62788756;13,69348409;13,45921077;13,51543636;131200
BBVA;21/06/2000;13,33738864;13,51543636;12,99066412;13,15934091;60900
BBVA;22/06/2000;13,10311532;13,15934091;12,69079427;13,04688972;114000
BBVA;23/06/2000;13,10311532;13,28116304;12,8126164;12,99066412;125600
BBVA;26/06/2000;13,10311532;13,45921077;13,04688972;13,15934091;163800
BBVA;27/06/2000;13,15934091;13,45921077;13,15934091;13,15934091;159000
BBVA;28/06/2000;13,10311532;13,33738864;12,8126164;13,22493744;125800
BBVA;29/06/2000;13,15934091;13,39361424;13,04688972;13,15934091;105300
BBVA;30/06/2000;13,39361424;13,62788756;13,39361424;13,51543636;80700
BBVA;03/07/2000;13,39361424;13,69348409;13,39361424;13,69348409;31200
BBVA;05/07/2000;13,62788756;13,69348409;13,28116304;13,45921077;138000
BBVA;06/07/2000;13,69348409;13,74970969;13,28116304;13,62788756;140900
BBVA;07/07/2000;13,57166196;13,62788756;13,45921077;13,57166196;232800
BBVA;10/07/2000;13,51543636;13,69348409;13,45921077;13,57166196;182900
BBVA;11/07/2000;13,33738864;13,62788756;13,28116304;13,45921077;149600
BBVA;12/07/2000;13,33738864;13,39361424;13,10311532;13,28116304;47300
BBVA;13/07/2000;13,33738864;13,33738864;13,15934091;13,22493744;81400
BBVA;14/07/2000;13,28116304;13,28116304;13,04688972;13,22493744;35800
BBVA;17/07/2000;13,10311532;13,22493744;12,99066412;13,22493744;60000
BBVA;18/07/2000;13,15934091;13,22493744;12,99066412;13,04688972;49500
BBVA;19/07/2000;13,10311532;13,22493744;12,99066412;13,04688972;48100
BBVA;20/07/2000;13,22493744;13,39361424;13,10311532;13,33738864;42200
BBVA;21/07/2000;13,22493744;13,57166196;13,22493744;13,39361424;38000
BBVA;24/07/2000;13,39361424;13,45921077;13,22493744;13,28116304;60100
BBVA;25/07/2000;13,57166196;13,62788756;13,33738864;13,39361424;69000
BBVA;26/07/2000;13,33738864;13,51543636;13,10311532;13,10311532;64600
BBVA;27/07/2000;13,22493744;13,33738864;13,04688972;13,28116304;50300
BBVA;28/07/2000;13,10311532;13,28116304;12,99066412;12,99066412;72200
BBVA;31/07/2000;12,92506759;13,51543636;12,92506759;13,45921077;57800
BBVA;01/08/2000;13,15934091;13,33738864;13,10311532;13,22493744;63500
BBVA;02/08/2000;13,22493744;13,28116304;12,99066412;13,22493744;38700
BBVA;03/08/2000;12,92506759;13,15934091;12,69079427;13,04688972;56100
BBVA;04/08/2000;13,10311532;13,28116304;12,92506759;12,92506759;34600
BBVA;07/08/2000;13,04688972;13,39361424;13,04688972;13,33738864;47500
BBVA;08/08/2000;13,39361424;13,62788756;13,33738864;13,62788756;99600
BBVA;09/08/2000;13,57166196;13,74970969;13,33738864;13,69348409;34100
BBVA;10/08/2000;13,74970969;13,74970969;13,57166196;13,62788756;27800
BBVA;11/08/2000;13,74970969;13,74970969;13,57166196;13,69348409;25400
BBVA;14/08/2000;13,74970969;13,92775741;13,62788756;13,92775741;81800
BBVA;15/08/2000;14,0964342;14,45252965;14,0402086;14,33070752;89400
BBVA;16/08/2000;14,21825633;14,27448193;13,98398301;14,16203073;51100
BBVA;17/08/2000;14,0964342;14,33070752;13,98398301;14,21825633;18100
BBVA;18/08/2000;14,21825633;14,45252965;14,21825633;14,33070752;63300
BBVA;21/08/2000;14,21825633;14,39630405;14,0964342;14,27448193;34700
BBVA;22/08/2000;14,0964342;14,16203073;13,86216088;14,0964342;145700
BBVA;23/08/2000;13,86216088;13,92775741;13,74970969;13,80593528;12400
BBVA;24/08/2000;13,80593528;14,0402086;13,80593528;13,92775741;32900
BBVA;25/08/2000;13,92775741;14,16203073;13,86216088;14,0964342;78500
BBVA;28/08/2000;13,98398301;14,0402086;13,80593528;14,0402086;26900
BBVA;29/08/2000;13,92775741;14,0964342;13,80593528;13,98398301;150500
BBVA;30/08/2000;13,86216088;13,86216088;13,62788756;13,69348409;20000
BBVA;31/08/2000;13,57166196;13,69348409;13,39361424;13,69348409;52300
BBVA;01/09/2000;13,69348409;13,86216088;13,62788756;13,86216088;21200
BBVA;05/09/2000;13,80593528;13,86216088;13,62788756;13,62788756;29800
BBVA;06/09/2000;13,57166196;13,80593528;13,39361424;13,51543636;45000
BBVA;07/09/2000;13,45921077;13,57166196;13,33738864;13,39361424;77000
BBVA;08/09/2000;13,51543636;13,51543636;13,33738864;13,33738864;51000
BBVA;11/09/2000;13,33738864;13,62788756;13,33738864;13,57166196;69600
BBVA;12/09/2000;13,62788756;13,69348409;13,39361424;13,39361424;45900
BBVA;13/09/2000;13,51543636;13,57166196;13,45921077;13,51543636;35400
BBVA;14/09/2000;13,45921077;13,69348409;13,39361424;13,51543636;29700
BBVA;15/09/2000;13,57166196;13,74970969;13,45921077;13,45921077;37500
BBVA;18/09/2000;13,51543636;13,51543636;13,15934091;13,28116304;32900
BBVA;19/09/2000;13,15934091;13,28116304;12,99066412;13,04688972;59300
BBVA;20/09/2000;12,99066412;12,99066412;12,69079427;12,7563908;205100
BBVA;21/09/2000;12,7563908;12,8126164;12,63456867;12,8126164;221300
BBVA;22/09/2000;13,04688972;13,33738864;12,99066412;13,33738864;114100
BBVA;25/09/2000;13,45921077;13,51543636;13,39361424;13,39361424;36600
BBVA;26/09/2000;13,45921077;13,51543636;13,33738864;13,45921077;15400
BBVA;27/09/2000;13,51543636;13,62788756;13,28116304;13,39361424;46100
BBVA;28/09/2000;13,69348409;14,0402086;13,69348409;13,98398301;78500
BBVA;29/09/2000;13,80593528;13,86216088;13,69348409;13,74970969;49200
BBVA;02/10/2000;13,80593528;14,0402086;13,80593528;14,0402086;27200
BBVA;03/10/2000;13,92775741;13,98398301;13,74970969;13,80593528;64700
BBVA;04/10/2000;13,62788756;14,21825633;13,62788756;14,21825633;127900
BBVA;05/10/2000;13,80593528;13,80593528;13,04688972;13,51543636;155700
BBVA;06/10/2000;13,57166196;13,62788756;13,39361424;13,39361424;15100
BBVA;09/10/2000;13,15934091;13,22493744;12,92506759;13,15934091;33000
BBVA;10/10/2000;13,22493744;13,33738864;13,15934091;13,33738864;11700
BBVA;11/10/2000;12,92506759;12,92506759;12,52211748;12,52211748;41200
BBVA;12/10/2000;12,52211748;12,57834308;12,16602203;12,22224763;27000
BBVA;13/10/2000;12,22224763;12,34406975;12,10979643;12,34406975;38900
BBVA;16/10/2000;12,63456867;12,69079427;12,45652095;12,45652095;48900
BBVA;17/10/2000;12,8126164;12,99066412;12,45652095;12,63456867;59500
BBVA;18/10/2000;12,05357083;12,28784416;11,87552311;12,05357083;60500
BBVA;19/10/2000;12,45652095;12,45652095;12,28784416;12,34406975;36300
BBVA;20/10/2000;12,45652095;12,7563908;12,45652095;12,69079427;44600
BBVA;23/10/2000;12,52211748;12,92506759;12,40029535;12,7563908;36800
BBVA;24/10/2000;12,8126164;13,10311532;12,8126164;13,04688972;68800
BBVA;25/10/2000;12,34406975;12,63456867;12,34406975;12,52211748;79200
BBVA;26/10/2000;12,10979643;12,10979643;11,51942766;11,93174871;125800
BBVA;27/10/2000;11,75370098;11,81929751;11,51942766;11,69747539;50700
BBVA;30/10/2000;11,87552311;12,05357083;11,75370098;12,05357083;105100
BBVA;31/10/2000;12,16602203;12,63456867;12,16602203;12,45652095;80000
BBVA;01/11/2000;12,34406975;12,45652095;12,05357083;12,16602203;33500
BBVA;02/11/2000;12,7563908;12,92506759;12,57834308;12,57834308;67700
BBVA;03/11/2000;13,10311532;13,10311532;12,63456867;12,92506759;62000
BBVA;06/11/2000;12,86884199;13,15934091;12,7563908;12,7563908;27300
BBVA;07/11/2000;12,69079427;12,92506759;12,63456867;12,86884199;19300
BBVA;08/11/2000;12,7563908;12,7563908;12,16602203;12,45652095;60500
BBVA;09/11/2000;12,22224763;12,28784416;12,05357083;12,10979643;22500
BBVA;10/11/2000;12,16602203;12,34406975;11,87552311;11,9879743;26600
BBVA;13/11/2000;11,93174871;12,28784416;11,87552311;12,10979643;44600
BBVA;14/11/2000;12,22224763;12,57834308;12,22224763;12,34406975;29100
BBVA;15/11/2000;12,52211748;12,63456867;12,40029535;12,45652095;22300
BBVA;16/11/2000;12,34406975;12,52211748;12,28784416;12,28784416;14400
BBVA;17/11/2000;12,16602203;12,16602203;11,75370098;11,75370098;32900
BBVA;20/11/2000;11,64124979;11,75370098;11,22892874;11,22892874;43000
BBVA;21/11/2000;11,64124979;11,81929751;11,51942766;11,58502419;51500
BBVA;22/11/2000;11,40697647;11,46320206;10,7041565;10,88220422;105900
BBVA;24/11/2000;11,87552311;12,10979643;11,87552311;11,93174871;35200
BBVA;27/11/2000;12,22224763;12,34406975;11,87552311;12,22224763;106500
BBVA;28/11/2000;12,22224763;12,40029535;12,22224763;12,22224763;47400
BBVA;29/11/2000;12,16602203;12,45652095;11,9879743;12,22224763;46000
BBVA;30/11/2000;12,16602203;12,34406975;12,05357083;12,10979643;26700
BBVA;01/12/2000;12,10979643;12,34406975;11,9879743;12,16602203;75500
BBVA;04/12/2000;12,10979643;12,16602203;11,9879743;11,9879743;58300
BBVA;05/12/2000;12,28784416;12,52211748;12,10979643;12,45652095;68300
BBVA;06/12/2000;12,52211748;12,69079427;12,22224763;12,40029535;123700
BBVA;07/12/2000;12,63456867;12,7563908;12,52211748;12,57834308;76000
BBVA;08/12/2000;12,63456867;12,86884199;12,63456867;12,86884199;36300
BBVA;11/12/2000;13,04688972;13,10311532;12,86884199;13,10311532;67000
BBVA;12/12/2000;12,99066412;13,04688972;12,7563908;12,86884199;36000
BBVA;13/12/2000;12,92506759;12,92506759;12,63456867;12,8126164;20300
BBVA;14/12/2000;12,69079427;12,99066412;12,69079427;12,7563908;40000
BBVA;15/12/2000;12,63456867;12,8126164;12,45652095;12,8126164;208000
BBVA;18/12/2000;12,45652095;12,63456867;12,16602203;12,45652095;61500
BBVA;19/12/2000;12,34406975;12,63456867;12,34406975;12,52211748;24100
BBVA;20/12/2000;12,40029535;12,45652095;11,93174871;11,93174871;38500
BBVA;21/12/2000;12,45652095;12,45652095;11,9879743;12,22224763;56400
BBVA;22/12/2000;12,8126164;12,92506759;12,52211748;12,7563908;50300
BBVA;26/12/2000;12,69079427;13,22493744;12,57834308;12,7563908;41300
BBVA;27/12/2000;12,99066412;13,15934091;12,8126164;13,04688972;24400
BBVA;28/12/2000;12,99066412;13,28116304;12,99066412;13,15934091;25700
BBVA;29/12/2000;13,22493744;13,62788756;13,15934091;13,45921077;37100
BBVA;02/01/2001;13,57166196;13,69348409;13,22493744;13,28116304;32900
BBVA;03/01/2001;13,28116304;13,74970969;12,92506759;13,69348409;155500
BBVA;04/01/2001;14,0964342;14,33070752;13,86216088;13,98398301;84700
BBVA;05/01/2001;14,27448193;14,39630405;13,69348409;13,98398301;158400
BBVA;08/01/2001;14,0964342;14,56498085;14,0964342;14,56498085;117600
BBVA;09/01/2001;14,45252965;14,68680297;14,21825633;14,68680297;142000
BBVA;10/01/2001;14,21825633;14,27448193;13,92775741;14,16203073;178000
BBVA;11/01/2001;14,16203073;14,63057738;14,16203073;14,63057738;141200
BBVA;12/01/2001;14,63057738;14,79925417;14,50875525;14,63057738;69300
BBVA;16/01/2001;14,33070752;14,56498085;14,21825633;14,39630405;431000
BBVA;17/01/2001;14,50875525;14,68680297;14,27448193;14,45252965;58300
BBVA;18/01/2001;14,68680297;15,26780081;14,56498085;15,26780081;482200
BBVA;19/01/2001;14,68680297;14,97730189;14,56498085;14,79925417;181700
BBVA;22/01/2001;14,45252965;14,56498085;14,33070752;14,39630405;92800
BBVA;23/01/2001;14,50875525;14,74302857;14,50875525;14,56498085;2461900
BBVA;24/01/2001;14,45252965;14,45252965;14,16203073;14,33070752;840000
