TICKER;FECHA;APERTURA;MAXIMO;MINIMO;ULTIMO;VOLUMEN
BBVA;24/05/2017;7,505;7,54;7,433;7,487;9858856
BBVA;25/05/2017;7,55;7,588;7,462;7,478;11206570
BBVA;26/05/2017;7,459;7,459;7,285;7,45;17716580
BBVA;29/05/2017;7,386;7,5;7,386;7,485;9425736
BBVA;30/05/2017;7,392;7,505;7,306;7,362;27447540
BBVA;31/05/2017;7,383;7,437;7,252;7,252;27310880
BBVA;01/06/2017;7,27;7,278;7,145;7,216;26987485
BBVA;02/06/2017;7,317;7,384;7,211;7,239;20095550
BBVA;05/06/2017;7,223;7,298;7,179;7,253;10831210
BBVA;06/06/2017;7,208;7,234;7,152;7,185;19793580
BBVA;07/06/2017;7,248;7,425;7,18;7,331;29127020
BBVA;08/06/2017;7,333;7,485;7,3;7,444;20264920
BBVA;09/06/2017;7,406;7,58;7,333;7,458;19144800
BBVA;12/06/2017;7,426;7,457;7,316;7,35;20398530
BBVA;13/06/2017;7,345;7,483;7,34;7,417;14431030
BBVA;14/06/2017;7,44;7,515;7,283;7,31;18813200
BBVA;15/06/2017;7,315;7,317;7,17;7,297;26372680
BBVA;16/06/2017;7,334;7,38;7,22;7,311;44429450
SAN;02/01/2017;4,811;4,884;4,809;4,88;18613540
SAN;03/01/2017;4,89;5,068;4,886;5,001;52716530
SAN;04/01/2017;5,023;5,073;4,971;5,024;52710700
SAN;05/01/2017;5,014;5,08;4,985;5,039;34485030
SAN;06/01/2017;5,025;5,069;4,995;5,068;23341860
SAN;09/01/2017;5,07;5,08;4,999;5,01;29302000
SAN;10/01/2017;5,032;5,035;4,978;5,005;33001670
SAN;11/01/2017;5,021;5,028;4,941;4,961;43944250
SAN;12/01/2017;4,94;5,005;4,89;4,951;41246090
SAN;13/01/2017;4,972;5,05;4,941;5,038;32512670
SAN;16/01/2017;4,983;5,011;4,955;4,955;24611990
SAN;17/01/2017;4,94;5,003;4,916;4,932;31501390
SAN;18/01/2017;4,97;4,975;4,915;4,949;27098910
SAN;19/01/2017;4,978;5,025;4,926;4,977;32050920
SAN;20/01/2017;4,959;5,039;4,942;5,023;42945310
SAN;23/01/2017;4,985;4,998;4,92;4,94;31785840
SAN;24/01/2017;4,96;5,053;4,947;5,053;38282300
SAN;25/01/2017;5,16;5,324;5,15;5,261;92253400
SAN;26/01/2017;5,34;5,38;5,233;5,252;57395910
SAN;27/01/2017;5,261;5,264;5,167;5,247;36145900
SAN;30/01/2017;5,245;5,264;5,133;5,148;36969060
SAN;31/01/2017;5,145;5,239;5,094;5,094;48087220
SAN;01/02/2017;5,155;5,193;5,107;5,151;42947930
SAN;02/02/2017;5,205;5,253;5,127;5,234;44402000
SAN;03/02/2017;5,265;5,302;5,225;5,28;30964880
SAN;06/02/2017;5,26;5,303;5,135;5,167;39300000
SAN;07/02/2017;5,125;5,143;5,06;5,063;48470300
SAN;08/02/2017;5,067;5,095;4,877;4,992;64699020
SAN;09/02/2017;4,984;5,072;4,936;5,072;41176110
SAN;10/02/2017;5,093;5,108;4,955;4,986;34681520
SAN;13/02/2017;5,022;5,093;4,978;5,076;31477910
SAN;14/02/2017;5,067;5,14;5,047;5,116;26609120
SAN;15/02/2017;5,165;5,227;5,146;5,205;40657780
SAN;16/02/2017;5,195;5,215;5,13;5,152;32343300
SAN;17/02/2017;5,146;5,165;5,023;5,085;36948510
SAN;20/02/2017;5,123;5,145;5,073;5,108;26144960
SAN;21/02/2017;5,094;5,18;5,045;5,145;33909990
SAN;22/02/2017;5,168;5,192;5,019;5,048;55266100
SAN;23/02/2017;5,077;5,108;5,034;5,061;34037270
SAN;24/02/2017;5,074;5,103;4,949;4,994;44137670
SAN;27/02/2017;5,032;5,037;4,994;5,002;22284920
SAN;28/02/2017;5,05;5,115;5,012;5,099;49733510
SAN;01/03/2017;5,125;5,264;5,125;5,264;61349520
SAN;02/03/2017;5,264;5,275;5,174;5,174;48999410
SAN;03/03/2017;5,16;5,278;5,129;5,26;56523250
SAN;06/03/2017;5,22;5,28;5,205;5,229;27271160
SAN;07/03/2017;5,232;5,254;5,191;5,232;24376760
SAN;08/03/2017;5,232;5,315;5,219;5,287;41116100
SAN;09/03/2017;5,28;5,418;5,27;5,418;83980660
SAN;10/03/2017;5,405;5,53;5,375;5,435;82910190
SAN;13/03/2017;5,44;5,442;5,368;5,406;32453710
SAN;14/03/2017;5,395;5,405;5,298;5,305;41207240
SAN;15/03/2017;5,312;5,409;5,306;5,378;36168270
SAN;16/03/2017;5,455;5,601;5,446;5,58;95284270
SAN;17/03/2017;5,545;5,648;5,538;5,595;93247040
SAN;20/03/2017;5,551;5,612;5,536;5,581;28445720
SAN;21/03/2017;5,635;5,719;5,57;5,602;57855150
SAN;22/03/2017;5,547;5,673;5,477;5,626;52747330
SAN;23/03/2017;5,643;5,695;5,591;5,669;41641880
SAN;24/03/2017;5,66;5,688;5,615;5,66;32952260
SAN;27/03/2017;5,577;5,631;5,555;5,61;35029100
SAN;28/03/2017;5,655;5,705;5,614;5,705;35074040
SAN;29/03/2017;5,705;5,74;5,609;5,667;38966690
SAN;30/03/2017;5,658;5,692;5,625;5,69;33536720
SAN;31/03/2017;5,651;5,69;5,625;5,69;47082250
SAN;03/04/2017;5,691;5,691;5,569;5,59;36145540
SAN;04/04/2017;5,571;5,614;5,497;5,608;38196700
SAN;05/04/2017;5,615;5,734;5,609;5,645;46250490
SAN;06/04/2017;5,6;5,717;5,556;5,705;38696950
SAN;07/04/2017;5,645;5,725;5,645;5,72;31342330
SAN;10/04/2017;5,693;5,704;5,623;5,623;32544980
SAN;11/04/2017;5,585;5,624;5,518;5,58;40921220
SAN;12/04/2017;5,605;5,649;5,506;5,508;35643900
SAN;13/04/2017;5,509;5,509;5,378;5,432;43982200
SAN;18/04/2017;5,485;5,485;5,38;5,42;41485550
SAN;19/04/2017;5,442;5,583;5,431;5,583;53072090
SAN;20/04/2017;5,573;5,673;5,555;5,605;50049600
SAN;21/04/2017;5,618;5,675;5,546;5,615;62027780
SAN;24/04/2017;5,845;5,945;5,817;5,945;120332500
SAN;25/04/2017;6;6,09;5,951;6,04;66595599
SAN;26/04/2017;6,045;6,056;5,897;5,995;56849060
SAN;27/04/2017;6;6,01;5,925;5,942;37015040
SAN;28/04/2017;5,906;6,07;5,875;5,987;50710950
SAN;02/05/2017;6,009;6,068;6;6,056;40161630
SAN;03/05/2017;6,043;6,073;6,018;6,073;28922120
SAN;04/05/2017;6,086;6,174;6,077;6,168;51865580
SAN;05/05/2017;6,149;6,297;6,124;6,297;57695590
SAN;08/05/2017;6,325;6,35;6,162;6,265;51351840
SAN;09/05/2017;6,3;6,325;6,151;6,158;45078810
SAN;10/05/2017;6,13;6,185;6,043;6,133;39996630
SAN;11/05/2017;6,149;6,161;6,013;6,06;48689710
SAN;12/05/2017;6,05;6,096;6,007;6,028;29073710
SAN;15/05/2017;6,08;6,144;6,05;6,144;27630940
SAN;16/05/2017;6,145;6,163;6,08;6,135;29843110
SAN;16/05/2017;6,145;6,163;6,08;6,135;29843110
SAN;17/05/2017;6,094;6,139;5,941;5,958;42177230
SAN;18/05/2017;5,81;5,878;5,632;5,738;101594800
SAN;19/05/2017;5,78;5,845;5,741;5,833;57021260
SAN;22/05/2017;5,83;5,849;5,708;5,708;44505860
SAN;23/05/2017;5,699;5,855;5,676;5,839;42668790
SAN;24/05/2017;5,858;5,913;5,818;5,875;32438200
SAN;25/05/2017;5,94;5,949;5,87;5,885;23690300
SAN;26/05/2017;5,859;5,875;5,753;5,867;31759090
SAN;29/05/2017;5,835;5,886;5,823;5,864;13557350
SAN;30/05/2017;5,785;5,909;5,777;5,801;37257920
SAN;31/05/2017;5,8;5,846;5,753;5,781;51506190
SAN;01/06/2017;5,784;5,805;5,717;5,79;41900047
SAN;02/06/2017;5,863;5,918;5,776;5,82;44089060
SAN;05/06/2017;5,789;5,829;5,726;5,81;21708720
SAN;06/06/2017;5,755;5,83;5,746;5,8;33185070
SAN;07/06/2017;5,65;5,847;5,605;5,749;103109600
SAN;08/06/2017;5,716;6,05;5,71;6,05;104286300
SAN;09/06/2017;6,032;6,13;5,952;6,12;79405340
SAN;12/06/2017;6,081;6,13;6,006;6,065;53107280
SAN;13/06/2017;6,1;6,128;6,045;6,059;32119680
SAN;14/06/2017;6,074;6,109;5,912;5,93;44395230
SAN;15/06/2017;5,9;5,944;5,804;5,887;52154850
SAN;16/06/2017;5,915;5,96;5,812;5,854;71982800
ENAGAS;02/01/2017;24,125;24,465;24,125;24,465;349662
ENAGAS;03/01/2017;24,47;24,535;24,04;24,07;1235443
ENAGAS;04/01/2017;23,995;24,045;23,115;23,84;1574382
ENAGAS;05/01/2017;23,95;24,2;23,78;23,965;955657
ENAGAS;06/01/2017;23,995;24,025;23,78;23,925;807640
ENAGAS;09/01/2017;24,015;24,15;23,815;24,015;1242101
ENAGAS;10/01/2017;24,23;24,24;23,86;24,055;1699605
ENAGAS;11/01/2017;23,95;24,02;23,73;23,82;1086092
ENAGAS;12/01/2017;23,875;24,12;23,785;24,115;812739
ENAGAS;13/01/2017;24,2;24,46;24,045;24,285;758424
ENAGAS;16/01/2017;24,28;24,475;24,135;24,3;542746
ENAGAS;17/01/2017;24,23;24,43;24,08;24,255;482538
ENAGAS;18/01/2017;24,315;24,43;23,99;24,01;947734
ENAGAS;19/01/2017;23,99;23,99;23,48;23,59;1361943
ENAGAS;20/01/2017;23,5;23,645;23,22;23,32;1097845
ENAGAS;23/01/2017;23,215;23,34;22,965;23,165;1183680
ENAGAS;24/01/2017;23,095;23,14;22,85;22,96;1085094
ENAGAS;25/01/2017;23,03;23,055;22,74;22,765;1599577
ENAGAS;26/01/2017;23,065;23,09;22,75;22,75;1294131
ENAGAS;27/01/2017;22,875;22,89;22,68;22,765;1036566
ENAGAS;30/01/2017;22,8;22,855;22,65;22,68;821024
ENAGAS;31/01/2017;22,595;22,735;22,52;22,7;1550888
ENAGAS;01/02/2017;22,7;22,855;22,38;22,405;1135840
ENAGAS;02/02/2017;22,455;22,86;22,39;22,79;1317512
ENAGAS;03/02/2017;22,8;22,895;22,575;22,72;1005300
ENAGAS;06/02/2017;22,69;22,905;22,61;22,64;1186398
ENAGAS;07/02/2017;22,7;23,055;22,64;22,875;897334
ENAGAS;08/02/2017;22,94;23,15;22,75;23,15;1368101
ENAGAS;09/02/2017;23,2;23,25;23,04;23,1;1361741
ENAGAS;10/02/2017;23,1;23,24;23;23,215;1375595
ENAGAS;13/02/2017;23,275;23,42;23,105;23,325;953515
ENAGAS;14/02/2017;23,5;23,65;23,02;23,05;1202943
ENAGAS;15/02/2017;23,165;23,325;23,02;23,115;941470
ENAGAS;16/02/2017;23,15;23,425;23,07;23,425;981586
ENAGAS;17/02/2017;23,44;23,47;23,135;23,395;1001178
ENAGAS;20/02/2017;23,445;23,47;23,285;23,305;682246
ENAGAS;21/02/2017;23,2;23,215;22,91;22,935;1366742
ENAGAS;22/02/2017;22,99;23,14;22,855;22,975;1083845
ENAGAS;23/02/2017;23,04;23,24;22,92;23,215;894170
ENAGAS;24/02/2017;23,225;23,315;23,04;23,225;936813
ENAGAS;27/02/2017;23,245;23,3;22,94;23,145;1153150
ENAGAS;28/02/2017;23,22;23,35;23,05;23,195;1281428
ENAGAS;01/03/2017;23,31;23,34;23,115;23,19;1073193
ENAGAS;02/03/2017;23,19;23,36;23,1;23,36;854802
ENAGAS;03/03/2017;23,36;23,59;23,325;23,53;1052158
ENAGAS;06/03/2017;23,59;23,59;23,405;23,47;585262
ENAGAS;07/03/2017;23,47;23,47;23,21;23,365;1010845
ENAGAS;08/03/2017;23,41;23,41;23,105;23,3;957981
ENAGAS;09/03/2017;23,305;23,55;23,15;23,525;922925
ENAGAS;10/03/2017;23,6;23,71;23,28;23,285;1067785
ENAGAS;13/03/2017;23,38;23,46;23,255;23,435;748594
ENAGAS;14/03/2017;23,32;23,4;23,13;23,155;996664
ENAGAS;15/03/2017;23,215;23,325;23,09;23,175;881493
ENAGAS;16/03/2017;23,3;23,4;23,255;23,325;1281132
ENAGAS;17/03/2017;23,3;23,36;22,9;22,9;4089995
ENAGAS;20/03/2017;23,1;23,32;23,1;23,28;1138788
ENAGAS;21/03/2017;23,37;23,77;23,3;23,555;1546773
ENAGAS;22/03/2017;23,5;23,78;23,41;23,78;1114926
ENAGAS;23/03/2017;23,8;23,965;23,75;23,9;1058728
ENAGAS;24/03/2017;23,93;23,99;23,74;23,96;779265
ENAGAS;27/03/2017;23,95;24,13;23,85;24,13;923807
ENAGAS;28/03/2017;24,21;24,235;23,955;24,06;871666
ENAGAS;29/03/2017;24,12;24,175;23,835;23,99;834855
ENAGAS;30/03/2017;24,02;24,065;23,87;23,995;607685
ENAGAS;31/03/2017;24,02;24,35;23,995;24,35;1413626
ENAGAS;03/04/2017;24,385;24,4;24,105;24,235;1314718
ENAGAS;04/04/2017;24,25;24,375;24,12;24,14;1053206
ENAGAS;05/04/2017;24,285;24,395;24,195;24,205;1168579
ENAGAS;06/04/2017;24,2;24,62;24,15;24,495;1389267
ENAGAS;07/04/2017;24,45;24,54;24,365;24,49;954434
ENAGAS;10/04/2017;24,57;24,685;24,455;24,505;778533
ENAGAS;11/04/2017;24,505;24,59;24,42;24,51;1038291
ENAGAS;12/04/2017;24,485;24,91;24,165;24,9;1110577
ENAGAS;13/04/2017;24,925;24,925;24,7;24,79;547800
ENAGAS;18/04/2017;24,91;24,91;24,505;24,545;1085887
ENAGAS;19/04/2017;24,51;24,675;24,32;24,5;1160271
ENAGAS;20/04/2017;24,495;24,535;24,15;24,15;1515465
ENAGAS;21/04/2017;24,15;24,155;23,84;23,86;1270289
ENAGAS;24/04/2017;24,3;24,39;24,115;24,39;1225110
ENAGAS;25/04/2017;24,505;24,6;24,22;24,24;1345940
ENAGAS;26/04/2017;24,34;24,345;23,915;24;1395629
ENAGAS;27/04/2017;24,085;24,345;23,915;24,275;1113016
ENAGAS;28/04/2017;24,3;24,3;23,97;24,15;1203175
ENAGAS;02/05/2017;24,31;24,49;24,19;24,47;1018613
ENAGAS;03/05/2017;24,47;24,6;24,41;24,6;1014510
ENAGAS;04/05/2017;24,74;25,11;24,66;25,09;1594631
ENAGAS;05/05/2017;25,105;25,385;24,96;25,31;1846278
ENAGAS;08/05/2017;25,47;25,68;25,34;25,415;1066697
ENAGAS;09/05/2017;25,495;25,495;25,21;25,345;893830
ENAGAS;10/05/2017;25,42;25,44;25,15;25,355;1240591
ENAGAS;11/05/2017;25,3;25,34;24,96;25,055;1254042
ENAGAS;12/05/2017;25,14;25,29;24,96;25,285;783071
ENAGAS;15/05/2017;25,365;25,545;25,33;25,375;863522
ENAGAS;16/05/2017;25,195;25,4;25,01;25,4;1235955
ENAGAS;17/05/2017;25,355;25,38;25,16;25,26;982849
ENAGAS;18/05/2017;25,12;25,3;25,05;25,175;999784
ENAGAS;19/05/2017;25,115;25,7;25,105;25,7;1341911
ENAGAS;22/05/2017;25,65;25,655;25,46;25,54;787224
ENAGAS;23/05/2017;25,37;25,675;25,35;25,67;1059041
ENAGAS;24/05/2017;25,77;25,85;25,57;25,85;1043437
ENAGAS;25/05/2017;25,9;26,04;25,875;26,04;1150620
ENAGAS;26/05/2017;26;26,005;25,81;25,9;800527
ENAGAS;29/05/2017;25,97;26,08;25,815;26,065;486237
ENAGAS;30/05/2017;26,06;26,29;25,995;26,25;1144350
ENAGAS;31/05/2017;26,275;26,525;26,17;26,465;1655947
ENAGAS;01/06/2017;26,54;26,66;26,44;26,525;1116535
ENAGAS;02/06/2017;26,6;26,655;26,38;26,545;838244
ENAGAS;05/06/2017;26,66;26,66;26,38;26,38;466764
ENAGAS;06/06/2017;26,435;26,63;26,26;26,55;826643
ENAGAS;07/06/2017;26,605;26,81;26,35;26,715;1397129
ENAGAS;08/06/2017;26,75;26,75;26,45;26,48;963763
ENAGAS;09/06/2017;26,55;26,66;26,36;26,485;730714
ENAGAS;12/06/2017;26,645;26,645;26,285;26,305;898818
ENAGAS;13/06/2017;26,33;26,405;26,145;26,24;744977
ENAGAS;14/06/2017;26,245;26,405;26,145;26,145;1134930
ENAGAS;15/06/2017;26,12;26,13;25,8;26,015;1041992
ENAGAS;16/06/2017;26,015;26,325;26,015;26,325;1316355
ENDESA;02/01/2017;20,165;20,245;20,04;20,225;502221
ENDESA;03/01/2017;20,255;20,35;20,065;20,2;1380420
ENDESA;04/01/2017;20,2;20,22;19,86;19,95;1933346
ENDESA;05/01/2017;19,85;20,02;19,71;19,98;1419853
ENDESA;06/01/2017;19,95;20,05;19,935;20,045;265213
ENDESA;09/01/2017;20,1;20,14;19,975;20,03;464828
ENDESA;10/01/2017;20,1;20,21;19,63;19,685;1801857
ENDESA;11/01/2017;19,665;19,81;19,56;19,725;576277
ENDESA;12/01/2017;19,7;19,97;19,64;19,915;2005540
ENDESA;13/01/2017;19,935;19,995;19,775;19,855;1195978
ENDESA;16/01/2017;19,885;19,93;19,7;19,725;339662
ENDESA;17/01/2017;19,7;19,775;19,56;19,65;534560
ENDESA;18/01/2017;19,715;19,925;19,47;19,57;716339
ENDESA;19/01/2017;19,555;19,605;19,365;19,555;579338
ENDESA;20/01/2017;19,6;19,64;19,35;19,4;1257298
ENDESA;23/01/2017;19,38;19,405;19,205;19,21;1254776
ENDESA;24/01/2017;19,27;19,405;19,16;19,405;1615565
ENDESA;25/01/2017;19,52;19,55;19,18;19,215;2134833
ENDESA;26/01/2017;19,3;19,39;19,25;19,345;795973
ENDESA;27/01/2017;19,4;19,485;19,295;19,355;334850
ENDESA;30/01/2017;19,2;19,295;19,01;19,09;589069
ENDESA;31/01/2017;19,12;19,13;18,93;19,045;1144676
ENDESA;01/02/2017;19,165;19,29;18,875;18,95;1359751
ENDESA;02/02/2017;18,93;19,28;18,865;19,185;531521
ENDESA;03/02/2017;19,3;19,45;19,225;19,35;679808
ENDESA;06/02/2017;19,41;19,505;19,14;19,205;672490
ENDESA;07/02/2017;19,19;19,27;19,11;19,19;371151
ENDESA;08/02/2017;19,26;19,565;19,165;19,535;625756
ENDESA;09/02/2017;19,58;19,69;19,48;19,69;1265767
ENDESA;10/02/2017;19,71;19,79;19,58;19,7;662280
ENDESA;13/02/2017;19,75;19,86;19,655;19,845;368665
ENDESA;14/02/2017;19,88;19,995;19,745;19,77;1270802
ENDESA;15/02/2017;19,81;19,895;19,705;19,795;828940
ENDESA;16/02/2017;19,775;20,04;19,675;19,97;1530682
ENDESA;17/02/2017;20,03;20,07;19,875;19,95;498858
ENDESA;20/02/2017;20,07;20,085;19,89;19,935;224665
ENDESA;21/02/2017;19,93;19,935;19,705;19,755;1054413
ENDESA;22/02/2017;19,775;19,92;19,67;19,73;1180366
ENDESA;23/02/2017;19,945;19,945;19,62;19,915;1136296
ENDESA;24/02/2017;19,96;20,165;19,75;19,885;1535310
ENDESA;27/02/2017;19,955;20,015;19,81;19,97;431446
ENDESA;28/02/2017;19,995;20,11;19,89;20,095;1713182
ENDESA;01/03/2017;20,13;20,155;19,985;20,06;1074224
ENDESA;02/03/2017;20,05;20,185;19,97;20,155;1132963
ENDESA;03/03/2017;20,055;20,225;20,025;20,12;756914
ENDESA;06/03/2017;20,12;20,175;20,005;20,085;396458
ENDESA;07/03/2017;20,1;20,18;20,05;20,18;349725
ENDESA;08/03/2017;20,55;20,935;20,315;20,565;3613274
ENDESA;09/03/2017;20,55;20,745;20,385;20,655;1423888
ENDESA;10/03/2017;20,66;20,765;20,37;20,37;832261
ENDESA;13/03/2017;20,41;20,435;20,3;20,4;414016
ENDESA;14/03/2017;20,49;20,515;20,295;20,35;1037076
ENDESA;15/03/2017;20,4;20,42;20,265;20,265;859443
ENDESA;16/03/2017;20,42;20,615;20,37;20,53;1069670
ENDESA;17/03/2017;20,64;20,66;20,315;20,66;1618714
ENDESA;20/03/2017;20,665;20,71;20,545;20,64;603752
ENDESA;21/03/2017;20,72;20,76;20,555;20,675;485797
ENDESA;22/03/2017;20,61;20,92;20,61;20,69;694355
ENDESA;23/03/2017;20,715;20,98;20,6;20,98;578479
ENDESA;24/03/2017;20,93;21,13;20,88;21,145;1231127
ENDESA;27/03/2017;21,1;21,29;20,98;21,29;867095
ENDESA;28/03/2017;21,3;21,51;21,265;21,5;1172823
